dataset_source,repo_name,blob_commit,blob_relative_path,repo_dir,error_record_count,current_error_record_count,parent_error_record_count,first_observed_time,last_observed_time,observed_treatment_periods,py311_error_types,py311_error_signatures,py311_fstring_error,source_bytes,source_encoding,content_sha256,py312_parse_success,py312_recovered,py312_error_type,py312_error
treatment,getsentry/sentry,39f09b36be38bd36fbb6361a19c9d1c89d371a5a,src/sentry/replays/endpoints/project_replay_summarize_breadcrumbs.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,11605,utf-8,d92bca8b39920373ad6db4d4d3bcd790b2be40622e52bce4c5ec5f34e92a57ff,1,1,,
treatment,getsentry/sentry,3a3220733dcb1f31d04e94683ac974783d41b4d9,src/sentry/audit_log/events.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-05,2025-05,treatment_post_event,SyntaxError,SyntaxError: f-string: expecting '}',1,14679,utf-8,f118cbd17b50ba27367edccc16cd4133c3f3832acb1fd4548ca8325745d8e62a,1,1,,
treatment,getsentry/sentry,3af2549df36526571e18672b993cdbb336cec6fa,src/sentry/uptime/issue_platform.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-05,2025-05,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,4517,utf-8,ced367ebf52910514ca0b2d2895eeca2d2d312e80b9001bb8dd538210f3fd378,1,1,,
treatment,getsentry/sentry,3b43533363cc7c0fffd7f3a2ad95f99ee054c6cc,src/sentry/workflow_engine/processors/delayed_workflow.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,33430,utf-8,8fcd6165316470156f4012abf94494d1c407c69261f6ef2c92d3a2a1b2444a79,1,1,,
treatment,getsentry/sentry,3bc9cc1f8975de417eff8b9c9887035ff682b73d,src/sentry/utils/snuba.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: unterminated string literal (detected at line 575),0,72799,utf-8,31459ef5574ddd9d92f53c0d59296905773cd3d146c4ad6e3eaf4fe44a242ff9,1,1,,
treatment,getsentry/sentry,3da7df7b24151ebe52795e036feb695e28b949c8,src/sentry/db/postgres/base.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,5618,utf-8,04a6c5a232960624c976017a8a080a27d3ad6df37371bbd93c087a6d3e091b48,1,1,,
treatment,getsentry/sentry,3df455b59202706df05303c3bd8ed95af39b872e,src/sentry/grouping/enhancer/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string: expecting '}',1,15844,utf-8,76a15ac1799b86b295ba79276d27864416d3bb8813e9c3548bf9a9d1fe4f4b74,1,1,,
treatment,getsentry/sentry,3f43ac8a26a835e77de060e379fbe9068d25b885,src/sentry/grouping/enhancer/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-05,2025-05,treatment_post_event,SyntaxError,SyntaxError: f-string: expecting '}',1,37394,utf-8,7e18fa7968854cf89799c0f674ab3b6af362936285e5f046e42450b4be632378,1,1,,
treatment,getsentry/sentry,3fee51cf84b3bf398a3afa7adf909601d7c5ab78,src/sentry/tagstore/snuba/backend.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,54202,utf-8,f4384096f9297d5fcbbee962be97582dc9e90b6385b1ced74eadf15b35efa9db,1,1,,
treatment,getsentry/sentry,3fee51cf84b3bf398a3afa7adf909601d7c5ab78,src/sentry/utils/concurrent.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,10722,utf-8,e7592203e3bcce5a28639e64d180810ead0e9c71434ab514c39223fa379b4dec,1,1,,
treatment,getsentry/sentry,3fee51cf84b3bf398a3afa7adf909601d7c5ab78,src/sentry/utils/snuba.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: unterminated string literal (detected at line 616),0,79309,utf-8,1124d356ff2eb5dcdbdd4d906fee64f074736ba0f80cc597ccb45c82c12ae887,1,1,,
treatment,getsentry/sentry,4121b04b097ba11da39a8721a35972c1d7d2803d,src/sentry/grouping/enhancer/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: f-string: expecting '}',1,26132,utf-8,115af4d037b98b777f608b91b2fcda04ea9a9e7531e3462306fbda21dde3bd39,1,1,,
treatment,getsentry/sentry,4331c54d42aa50b9b43f024ee271866fc2930cd6,src/sentry/notifications/platform/discord/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1765,utf-8,8a9b1c822559ed205e993e797d8673049a56f4624e7a09442f1809af84750d28,1,1,,
treatment,getsentry/sentry,4331c54d42aa50b9b43f024ee271866fc2930cd6,src/sentry/notifications/platform/email/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1545,utf-8,ac890c057dac955d4161d1cb7038167b7cf0ca146ce72a159fbba0dd50b41680,1,1,,
treatment,getsentry/sentry,4331c54d42aa50b9b43f024ee271866fc2930cd6,src/sentry/notifications/platform/msteams/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1724,utf-8,632036b529bcae918c47372129b0c4b872fb1244f7c8cf24fd93ba735faf622a,1,1,,
treatment,getsentry/sentry,4331c54d42aa50b9b43f024ee271866fc2930cd6,src/sentry/notifications/platform/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,2818,utf-8,ee1dc91c430b6643624585ed0881e817dbe0051303306b6bb9bcf5a5ff8f1a48,1,1,,
treatment,getsentry/sentry,4331c54d42aa50b9b43f024ee271866fc2930cd6,src/sentry/notifications/platform/renderer.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1456,utf-8,0338d6813e11c7a6ff1c070367e838412256feefc6060f695732c29df2e562f5,1,1,,
treatment,getsentry/sentry,4331c54d42aa50b9b43f024ee271866fc2930cd6,src/sentry/notifications/platform/service.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,3015,utf-8,de06a62486c104ee9a61b3c8ca847fa69070e36f1b2ea4915f857dcdf69ac622,1,1,,
treatment,getsentry/sentry,4331c54d42aa50b9b43f024ee271866fc2930cd6,src/sentry/notifications/platform/slack/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1702,utf-8,9f037443b270d356f6515f5bf8bb89d549a2f9d1f57809768893630b9772438d,1,1,,
treatment,getsentry/sentry,4331c54d42aa50b9b43f024ee271866fc2930cd6,src/sentry/notifications/platform/types.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,5738,utf-8,4d3c306d6123dcae89cbfdcdc25b8ede3fe6fcc922a446139a48d57fd7e064c6,1,1,,
treatment,getsentry/sentry,4359c252fcfdb7f798395154643d26c4c2173c9f,src/sentry/replays/usecases/ingest/event_parser.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,13189,utf-8,e85a5c3e675f0421ea1ed9ffb6dd109808c9324563aa25dc032b9fd111fd3fcf,1,1,,
treatment,getsentry/sentry,43916daa564fdd72e8a49b14b44a80df80effb53,src/sentry/tagstore/snuba/backend.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,54238,utf-8,c4983ce9db31f446ebe989d7bc90109dca43e83be81916a0148316d7b450d661,1,1,,
treatment,getsentry/sentry,43916daa564fdd72e8a49b14b44a80df80effb53,src/sentry/utils/concurrent.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,10700,utf-8,9d7882acc8ad65857ac0d43e71d73e438801db0a6737f426bdada83efd1cc0d3,1,1,,
treatment,getsentry/sentry,43916daa564fdd72e8a49b14b44a80df80effb53,src/sentry/utils/snuba.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: unterminated string literal (detected at line 600),0,77059,utf-8,1cafa6cbf9f847f855df0098acbfc016cdc6658ad856b716f7f8804d17b23267,1,1,,
treatment,getsentry/sentry,43ce228e05bcff71a40c1732d047bf387c9d6007,src/sentry/replays/endpoints/project_replay_summarize_breadcrumbs.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,13351,utf-8,b7d84b67f609a89057971af2e848b5be505776c5da57c15b9327b6df824615a3,1,1,,
treatment,getsentry/sentry,4467dfee3cd2c4ca1f92beccb2ff12afbc92ac14,src/sentry/db/postgres/base.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,0,1,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,5618,utf-8,04a6c5a232960624c976017a8a080a27d3ad6df37371bbd93c087a6d3e091b48,1,1,,
treatment,getsentry/sentry,45623af2547378b91bf5f5d858f0798509013ae3,src/sentry/snuba/metrics/query_builder.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-03,2025-03,treatment_post_event,SyntaxError,SyntaxError: f-string: expecting '}',1,59928,utf-8,7fae83d35a5f32e865fab6dcaa564a26013b64a351c81d550d72b161edace9e0,1,1,,
treatment,getsentry/sentry,460b49d574fc92b4e5511c778535d8cda779b40e,src/sentry/uptime/issue_platform.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,4371,utf-8,7647d824a226bcb970acfab260e64506138345ea21fcc96429e1d80e033e8228,1,1,,
treatment,getsentry/sentry,467c2b0e7e373284a595a7aa1a3c1e2eed814123,src/sentry/integrations/github_enterprise/integration.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,20909,utf-8,f46691f013d59ae3420c720fecb03bf8a7ec88e19ddd1ef2101b285e3f45a0ba,1,1,,
treatment,getsentry/sentry,46d76176deaea5db3f1ac7bf986501600942ceb5,src/sentry/issues/grouptype.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '(',1,22173,utf-8,c579c446fd36be1207d8a7ff4e534e4a6f86cf087cfa0196e82ccc78ad0a9f92,1,1,,
treatment,getsentry/sentry,47387323e764e828dd2bd956787504158a877400,src/sentry/tagstore/snuba/backend.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,54208,utf-8,19abed20a4a99a6454c9b1f825834914a23b0a74dffbb4eec18f8e8f8ac33e56,1,1,,
treatment,getsentry/sentry,47387323e764e828dd2bd956787504158a877400,src/sentry/utils/concurrent.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,10736,utf-8,eb1eba9ee490318fc1d9f1fa87d1d10213823efaeee1ae6c107ab8f9a0dcaa06,1,1,,
treatment,getsentry/sentry,47387323e764e828dd2bd956787504158a877400,src/sentry/utils/snuba.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: unterminated string literal (detected at line 596),0,74271,utf-8,6bf38ba52576d0984f32856e5a08f879c098d815112838544febdaaaea990e98,1,1,,
treatment,getsentry/sentry,480e641f2b1e046be9e7d6a1b90996ab7e968ee8,src/sentry/notifications/platform/discord/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1568,utf-8,e119053447f0425ad26c5ad66b29ac93f9ea0f85843527389a2135cebe914231,1,1,,
treatment,getsentry/sentry,480e641f2b1e046be9e7d6a1b90996ab7e968ee8,src/sentry/notifications/platform/email/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1336,utf-8,382cc74681572472504761291a5907dfb77cb24cc361329e14d427522b47be1b,1,1,,
treatment,getsentry/sentry,480e641f2b1e046be9e7d6a1b90996ab7e968ee8,src/sentry/notifications/platform/msteams/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1527,utf-8,10e7570c8c746e323fcc0e270fd76046d7d8140218bfe832f6d5e5ff2f9b0544,1,1,,
treatment,getsentry/sentry,480e641f2b1e046be9e7d6a1b90996ab7e968ee8,src/sentry/notifications/platform/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,2607,utf-8,8934f23a19a27dbc8742aad5cd88ef6d64f8df6e4953a49913d85aad33909424,1,1,,
treatment,getsentry/sentry,480e641f2b1e046be9e7d6a1b90996ab7e968ee8,src/sentry/notifications/platform/renderer.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1119,utf-8,cc4dade924e9c265999b61b29e82fe1c791c64ab7fa9e6a372877784713b7162,1,1,,
treatment,getsentry/sentry,480e641f2b1e046be9e7d6a1b90996ab7e968ee8,src/sentry/notifications/platform/slack/provider.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,1505,utf-8,0854d8b7e08b2cf3229cf7d5447b37eb218d056c52306c5975a74d413f0d6ad8,1,1,,
treatment,getsentry/sentry,480e641f2b1e046be9e7d6a1b90996ab7e968ee8,src/sentry/notifications/platform/types.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,800,utf-8,9d6b6e40ad8df980691478d8dc7969e475e58402785a3263594d00d54f46fd3b,1,1,,
treatment,getsentry/sentry,48745d1858540e7fc592a56c9778ddf23798d64a,src/sentry/workflow_engine/migration_helpers/issue_alert_conditions.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-03,2025-03,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,12163,utf-8,f0024dd0a026566d27e463a56afce669273f949e032ada6c410ec24738631c3d,1,1,,
treatment,getsentry/sentry,48d7d10b1f6888235a542eb576cd4a7403d36014,src/sentry/grouping/enhancer/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-03,2025-03,treatment_post_event,SyntaxError,SyntaxError: f-string: expecting '}',1,15471,utf-8,d9ef9c23b3e3fdb63f7866c270799a214a42c642780a7b821f6aaf1f853dd8f6,1,1,,
treatment,getsentry/sentry,4b1a3c8706aa1184ba653d3a99129fb0920f121f,src/sentry/grouping/enhancer/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: f-string: expecting '}',1,13710,utf-8,486e6133b68fd80fdd297dda5f677e5707261431226fca719c5ebc2e86372845,1,1,,
treatment,getsentry/sentry,4b1a3c8706aa1184ba653d3a99129fb0920f121f,tests/sentry/grouping/test_components.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: expected '(',0,15524,utf-8,f0d252b55c2a53fae7caa56ae361ba2787b87ebb932e2b8511c5efff99389e21,1,1,,
treatment,getsentry/sentry,4c1ad1f5109010795e54ee27e67b8f8acca5ac6f,src/sentry/search/eap/spans/aggregates.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,25957,utf-8,08a39f81e7d5144626d4bd364140e7a400020683b4b61cbda6e66bb6ac86e6b1,1,1,,
treatment,getsentry/sentry,4cf5300a038221582a5701d7a322d2975dad21d3,src/sentry/seer/endpoints/seer_rpc.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,0,1,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,21927,utf-8,5dce66c9f09413f66c0a4dc9ab69a3e8c9fbf660a73c835c11d9e37bb44a3b48,1,1,,
treatment,getsentry/sentry,4d6190411ba4adc92308d90ac48b5ecefcf0a4fa,src/sentry/issues/grouptype.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '(',1,23359,utf-8,bd5b610f10b6ef67aeb5a568b36dd305f0a8e68533436b033725bfe8d1a13ef5,1,1,,
treatment,getsentry/sentry,4d86dc01c477fc4fca1b2e2c52b226a9f05f4601,src/sentry/incidents/endpoints/organization_alert_rule_details.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-03,2025-03,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,18221,utf-8,216566f7bf0672fc9443108d1aafc92748ff95d9a8bed27bc29ae23b5cf90c00,1,1,,
treatment,getsentry/sentry,4e72ebb67b0d83691789c66158fd11188e774edf,src/sentry/grouping/enhancer/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string: expecting '}',1,20403,utf-8,161b1e975a5592a8959939792cd266cf3ecdaa2e9933c4363354a362e09318af,1,1,,
treatment,getsentry/sentry,512f1bd8ead8a7d7319f1fed0c9e2ae67eb8949e,src/sentry/integrations/github_enterprise/integration.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-05,2025-05,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,20651,utf-8,e83b036707ac6db59f70217391b854f72630550d0ea385622f9c120c7468c1de,1,1,,
treatment,getsentry/sentry,512f1bd8ead8a7d7319f1fed0c9e2ae67eb8949e,src/sentry/integrations/jira/integration.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-05,2025-05,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,46341,utf-8,bff4b005499ebb5d207cc4fc53474c84f726947a186aa41bda8a049d608e5811,1,1,,
treatment,getsentry/sentry,515d2a1ad9d7e6ae4e5cbc9cc89a264cc2b9d0ef,src/sentry/integrations/jira/endpoints/search.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,4675,utf-8,3d4c1d29ae107238769a3f6fa6eb285f3b5540a060ec3392edac3794056a5fb8,1,1,,
treatment,getsentry/sentry,515d2a1ad9d7e6ae4e5cbc9cc89a264cc2b9d0ef,src/sentry/integrations/jira/integration.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,46069,utf-8,bf9731f2883521880b3ca6ecc19b4459d97eb0ae1282326c14c7ffb588f1b35c,1,1,,
treatment,getsentry/sentry,51d4ccfda693d138e3124eb55b4a6671f89213db,src/sentry/grouping/enhancer/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-03,2025-03,treatment_post_event,SyntaxError,SyntaxError: f-string: expecting '}',1,15332,utf-8,c71d251916595ef01873b49ad0f95d87e28889406f8a3978cdc71c8adbe619a5,1,1,,
treatment,getsentry/sentry,5228559a1d4066a24c5da012a9ae44428bb2b9f9,src/sentry/seer/endpoints/seer_rpc.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,21480,utf-8,6d6a755a8ebcd405dd65134ae226ab36025c227f0af5f08d5e1c66392d449f02,1,1,,
treatment,getsentry/sentry,52567e4629ae405f6bd30321ffa369feadfecdc9,src/sentry/workflow_engine/migration_helpers/issue_alert_conditions.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,0,1,2025-03,2025-03,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,12750,utf-8,c873c9c2fbd6245de0ca8a9b2ad2a22abbcc20a52ee92783159e73a424232af3,1,1,,
treatment,getsentry/sentry,52987e1a99b435e38ac09dfdbc4cd0b1cf4beb02,src/sentry/grouping/component.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2024-12,2024-12,treatment_pre_event,SyntaxError,SyntaxError: expected '(',0,12337,utf-8,a02be08c22e48b08189361c02740f4b9f3dd2b29fc998cfff21b8d6eaa6b25a7,1,1,,
treatment,getsentry/sentry,5362d1427a6443df120f49ce1259ae5f7247f9d4,src/sentry/integrations/bitbucket_server/integration.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-05,2025-05,treatment_post_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,15508,utf-8,6000bb9d23a113586f1d5bb0aa967645e3b92cddff6b9956741a3672de5de1c8,1,1,,
treatment,getsentry/sentry,5386faa982f28caa7514d20c2bf2d97f378fc2f8,src/sentry/workflow_engine/processors/delayed_workflow.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,34436,utf-8,e361d0e15ecff12ba79b162b51204bed4fb3c0416a7a38f056656c05cace2d5d,1,1,,
treatment,getsentry/sentry,53997767319500d9451d6ea36431a1539a69b7e8,src/sentry/workflow_engine/processors/data_source.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,3007,utf-8,cb7b987fba60ec4366c859a0511a56cd571d41dee25d138b0f238fd444f2153a,1,1,,
treatment,getsentry/sentry,53997767319500d9451d6ea36431a1539a69b7e8,src/sentry/workflow_engine/processors/detector.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,4386,utf-8,88d9d6295333e7acd1e8dba234913e841abbeaa0a52a3503e41886b1eea0e57a,1,1,,
treatment,getsentry/sentry,53fa1e7b8b47df0f308f3e4486205139e3c3bbc0,src/sentry/new_migrations/monkey/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-05,2025-05,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,5366,utf-8,28aa6d27331199ba904d5dbbc81aba37cca121d68a93276d1e605aac372100d0,1,1,,
treatment,getsentry/sentry,55222c4f3fc86c60c4fd5044e88452f04318583d,src/sentry/tagstore/snuba/backend.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,54232,utf-8,9c5269732f40f70f6f882b0e75c1f05b4c0c1b9fd570cb98dbf779585ac97c47,1,1,,
treatment,getsentry/sentry,55222c4f3fc86c60c4fd5044e88452f04318583d,src/sentry/utils/concurrent.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,10686,utf-8,fd124da1875f7e59f1f63f273645e8843e054499047ce7b9dc50cf630ecfbcb0,1,1,,
treatment,getsentry/sentry,55222c4f3fc86c60c4fd5044e88452f04318583d,src/sentry/utils/snuba.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: unterminated string literal (detected at line 616),0,79500,utf-8,a02bae0d8df919641859063a07c1adefe2e2a61decff23f26d8dfa4e079fc649,1,1,,
treatment,getsentry/sentry,56b1d54ff1b176779b165151a98ac5bd2215f2ee,src/sentry/workflow_engine/processors/delayed_workflow.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,1,1,0,2025-07,2025-07,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,32075,utf-8,d808422cde02385972df10dab6408c8d42362185b44279f49f5e300ebc743e36,1,1,,
