treatment_repo,treatment_month,event_month,time_to_event,in_event_window,treatment_python_eligible,treatment_scan_status,control_rank,control_repo,pair_status,control_clone_found,control_slot_status,control_slot_usable,eligibility_lookup,selected_eligibility_month,selected_snapshot_observed_month,selected_snapshot_commit,selected_commit_resolution,selected_scan_status,selected_python_eligible,asof_row_gap_months,snapshot_age_months,selected_months_since_observed_commit,selected_error_message,pair_status_overridden_by_history
atopile/atopile,2025-01,2025-01,0.0,1,1,success_python,1,QiuChenly/InjectLib,control_clone_missing,0,missing_monthly_history,0,,,,,,,,,,,,0
atopile/atopile,2025-01,2025-01,0.0,1,1,success_python,2,PromtEngineer/localGPT,aligned,1,python_eligible,1,exact_month,2025-01,2024-11,732c57d32698901b1d64ee120b98aa2de5e2536b,carried_forward,success_python,1,0,2,2,,0
atopile/atopile,2025-01,2025-01,0.0,1,1,success_python,3,daxa-ai/pebblo,aligned,1,python_eligible,1,exact_month,2025-01,2024-11,e67b01121b7140ae6448941fb10c2f257515d1b0,carried_forward,success_python,1,0,2,2,,0
atopile/atopile,2025-02,2025-01,1.0,1,1,success_python,1,QiuChenly/InjectLib,control_clone_missing,0,missing_monthly_history,0,,,,,,,,,,,,0
atopile/atopile,2025-02,2025-01,1.0,1,1,success_python,2,PromtEngineer/localGPT,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,deb7369fc37e4315d76735cafe7ddd0a509e1432,observed,success_python,1,0,0,0,,0
atopile/atopile,2025-02,2025-01,1.0,1,1,success_python,3,daxa-ai/pebblo,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,3a962db74dc6a2ace27cbd53802b8574df503dd3,observed,success_python,1,0,0,0,,0
atopile/atopile,2025-03,2025-01,2.0,1,1,success_python,1,QiuChenly/InjectLib,control_clone_missing,0,missing_monthly_history,0,,,,,,,,,,,,0
atopile/atopile,2025-03,2025-01,2.0,1,1,success_python,2,PromtEngineer/localGPT,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,4e0d9e75e9340fbd9d8f7d75cfdb7c5c9fbb0df4,observed,success_python,1,0,0,0,,0
atopile/atopile,2025-03,2025-01,2.0,1,1,success_python,3,daxa-ai/pebblo,aligned,1,python_eligible,1,exact_month,2025-03,2025-02,3a962db74dc6a2ace27cbd53802b8574df503dd3,carried_forward,success_python,1,0,1,1,,0
atopile/atopile,2025-04,2025-01,3.0,1,1,success_python,1,QiuChenly/InjectLib,control_clone_missing,0,missing_monthly_history,0,,,,,,,,,,,,0
atopile/atopile,2025-04,2025-01,3.0,1,1,success_python,2,PromtEngineer/localGPT,aligned,1,python_eligible,1,exact_month,2025-04,2025-03,4e0d9e75e9340fbd9d8f7d75cfdb7c5c9fbb0df4,carried_forward,success_python,1,0,1,1,,0
atopile/atopile,2025-04,2025-01,3.0,1,1,success_python,3,daxa-ai/pebblo,aligned,1,python_eligible,1,exact_month,2025-04,2025-02,3a962db74dc6a2ace27cbd53802b8574df503dd3,carried_forward,success_python,1,0,2,2,,0
atopile/atopile,2025-05,2025-01,4.0,1,1,success_python,1,QiuChenly/InjectLib,control_clone_missing,0,missing_monthly_history,0,,,,,,,,,,,,0
atopile/atopile,2025-05,2025-01,4.0,1,1,success_python,2,PromtEngineer/localGPT,aligned,1,python_eligible,1,exact_month,2025-05,2025-03,4e0d9e75e9340fbd9d8f7d75cfdb7c5c9fbb0df4,carried_forward,success_python,1,0,2,2,,0
atopile/atopile,2025-05,2025-01,4.0,1,1,success_python,3,daxa-ai/pebblo,aligned,1,python_eligible,1,exact_month,2025-05,2025-02,3a962db74dc6a2ace27cbd53802b8574df503dd3,carried_forward,success_python,1,0,3,3,,0
atopile/atopile,2025-06,2025-01,5.0,1,1,success_python,1,QiuChenly/InjectLib,control_clone_missing,0,missing_monthly_history,0,,,,,,,,,,,,0
atopile/atopile,2025-06,2025-01,5.0,1,1,success_python,2,PromtEngineer/localGPT,aligned,1,python_eligible,1,exact_month,2025-06,2025-03,4e0d9e75e9340fbd9d8f7d75cfdb7c5c9fbb0df4,carried_forward,success_python,1,0,3,3,,0
atopile/atopile,2025-06,2025-01,5.0,1,1,success_python,3,daxa-ai/pebblo,aligned,1,python_eligible,1,exact_month,2025-06,2025-06,0ecabf60c19de7cb4cefe66ee10940575860d193,observed,success_python,1,0,0,0,,0
atopile/atopile,2025-07,2025-01,6.0,1,1,success_python,1,QiuChenly/InjectLib,control_clone_missing,0,missing_monthly_history,0,,,,,,,,,,,,0
atopile/atopile,2025-07,2025-01,6.0,1,1,success_python,2,PromtEngineer/localGPT,aligned,1,python_eligible,1,exact_month,2025-07,2025-07,47e59d29fc39b495aa7c5db0bc7b24a2d50eac31,observed,success_python,1,0,0,0,,0
atopile/atopile,2025-07,2025-01,6.0,1,1,success_python,3,daxa-ai/pebblo,aligned,1,python_eligible,1,prior_asof,2025-06,2025-06,0ecabf60c19de7cb4cefe66ee10940575860d193,observed,success_python,1,1,1,0,,0
atopile/atopile,2025-08,2025-01,7.0,0,1,success_python,1,QiuChenly/InjectLib,control_clone_missing,0,missing_monthly_history,0,,,,,,,,,,,,0
atopile/atopile,2025-08,2025-01,7.0,0,1,success_python,2,PromtEngineer/localGPT,aligned,1,python_eligible,1,prior_asof,2025-07,2025-07,47e59d29fc39b495aa7c5db0bc7b24a2d50eac31,observed,success_python,1,1,1,0,,0
atopile/atopile,2025-08,2025-01,7.0,0,1,success_python,3,daxa-ai/pebblo,aligned,1,python_eligible,1,prior_asof,2025-06,2025-06,0ecabf60c19de7cb4cefe66ee10940575860d193,observed,success_python,1,2,2,0,,0
c4fun/tell-stories-webui,2025-02,2025-02,0.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,ae3c1e35770536349214505cccbfba4bc11d895c,observed,success_python,1,0,0,0,,0
c4fun/tell-stories-webui,2025-02,2025-02,0.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,9bbb606215b45b26e20f214ef65359d3a0d561f3,observed,success_python,1,0,0,0,,0
c4fun/tell-stories-webui,2025-02,2025-02,0.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,0,0,0,,0
c4fun/tell-stories-webui,2025-03,2025-02,1.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,4bf71d024e75d12903ebfc79157120e477643dac,observed,success_python,1,0,0,0,,0
c4fun/tell-stories-webui,2025-03,2025-02,1.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,c335231561e1327a43f7aac66357232fa83ee545,observed,success_python,1,0,0,0,,0
c4fun/tell-stories-webui,2025-03,2025-02,1.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,1,1,0,,0
c4fun/tell-stories-webui,2025-04,2025-02,2.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,observed,success_python,1,0,0,0,,0
c4fun/tell-stories-webui,2025-04,2025-02,2.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,c335231561e1327a43f7aac66357232fa83ee545,observed,success_python,1,1,1,0,,0
c4fun/tell-stories-webui,2025-04,2025-02,2.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,2,2,0,,0
cbardyn/ai-swiss-workflows,2024-12,2024-12,0.0,1,1,success_python,1,RobinWu218/ToST,aligned,1,no_python,0,exact_month,2024-12,2024-12,aa501aac276809d30d749b54dc299abef6267d23,observed,success_no_python,0,0,0,0,,0
cbardyn/ai-swiss-workflows,2024-12,2024-12,0.0,1,1,success_python,2,vonssy/BlockBitsApp-BOT,aligned,1,python_eligible,1,exact_month,2024-12,2024-12,d0ef1f6adb1edcfd79b860b935f890eea804ad79,observed,success_python,1,0,0,0,,0
cbardyn/ai-swiss-workflows,2024-12,2024-12,0.0,1,1,success_python,3,Scrapybara/scrapybara-playground,aligned,1,python_eligible,1,exact_month,2024-12,2024-12,f41019b8d73697efb342df87a888212e6a7fe1d5,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-01,2025-02,-13.0,0,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,5,5,0,,0
cgevans/qslib,2024-01,2025-02,-13.0,0,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-01,2023-09,28db5fdf224bfcf3916266630a5d2cc0e6908b06,carried_forward,success_python,1,0,4,4,,0
cgevans/qslib,2024-01,2025-02,-13.0,0,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,exact_month,2024-01,2023-04,16b9da561fb359e3b829399315627b76dc94e356,carried_forward,success_python,1,0,9,9,,0
cgevans/qslib,2024-02,2025-02,-12.0,0,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,6,6,0,,0
cgevans/qslib,2024-02,2025-02,-12.0,0,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-02,2023-09,28db5fdf224bfcf3916266630a5d2cc0e6908b06,carried_forward,success_python,1,0,5,5,,0
cgevans/qslib,2024-02,2025-02,-12.0,0,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,exact_month,2024-02,2023-04,16b9da561fb359e3b829399315627b76dc94e356,carried_forward,success_python,1,0,10,10,,0
cgevans/qslib,2024-03,2025-02,-11.0,0,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,7,7,0,,0
cgevans/qslib,2024-03,2025-02,-11.0,0,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-03,2024-03,9607373ba86b30cf636052dd9b55498064b3c8f8,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-03,2025-02,-11.0,0,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,exact_month,2024-03,2023-04,16b9da561fb359e3b829399315627b76dc94e356,carried_forward,success_python,1,0,11,11,,0
cgevans/qslib,2024-04,2025-02,-10.0,0,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,8,8,0,,0
cgevans/qslib,2024-04,2025-02,-10.0,0,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-04,2024-04,8d0e9de1f09397589f384c78867e9595e1ef56f1,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-04,2025-02,-10.0,0,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,exact_month,2024-04,2023-04,16b9da561fb359e3b829399315627b76dc94e356,carried_forward,success_python,1,0,12,12,,0
cgevans/qslib,2024-05,2025-02,-9.0,0,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,9,9,0,,0
cgevans/qslib,2024-05,2025-02,-9.0,0,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-05,2024-05,da69156ef45034b6c2915d452d409370b56a64b1,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-05,2025-02,-9.0,0,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,exact_month,2024-05,2023-04,16b9da561fb359e3b829399315627b76dc94e356,carried_forward,success_python,1,0,13,13,,0
cgevans/qslib,2024-06,2025-02,-8.0,0,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,10,10,0,,0
cgevans/qslib,2024-06,2025-02,-8.0,0,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-06,2024-06,d0ac209a9a3c79873be165cc068315b6ed9d8af8,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-06,2025-02,-8.0,0,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,exact_month,2024-06,2023-04,16b9da561fb359e3b829399315627b76dc94e356,carried_forward,success_python,1,0,14,14,,0
cgevans/qslib,2024-07,2025-02,-7.0,0,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,11,11,0,,0
cgevans/qslib,2024-07,2025-02,-7.0,0,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-07,2024-07,de9119d575258c086ce84309850295f498da46cd,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-07,2025-02,-7.0,0,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,exact_month,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-08,2025-02,-6.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,12,12,0,,0
cgevans/qslib,2024-08,2025-02,-6.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-08,2024-08,a95e0316c23821dad349a60a0bbc6effa22738dc,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-08,2025-02,-6.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,1,1,0,,0
cgevans/qslib,2024-09,2025-02,-5.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,13,13,0,,0
cgevans/qslib,2024-09,2025-02,-5.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-09,2024-09,827fc8be3749d84001b16eed3fd87f16444aafa9,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-09,2025-02,-5.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,2,2,0,,0
cgevans/qslib,2024-10,2025-02,-4.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,14,14,0,,0
cgevans/qslib,2024-10,2025-02,-4.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,b4d61b22c3462726f3be93901abb607b95201578,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-10,2025-02,-4.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,3,3,0,,0
cgevans/qslib,2024-11,2025-02,-3.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,15,15,0,,0
cgevans/qslib,2024-11,2025-02,-3.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-11,2024-11,379390701baddbf36fa5be1cde3dc979fc3bcd7a,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-11,2025-02,-3.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,4,4,0,,0
cgevans/qslib,2024-12,2025-02,-2.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,16,16,0,,0
cgevans/qslib,2024-12,2025-02,-2.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2024-12,2024-12,09b1533f92ef06b3bfbf03137e462fcb1db1dd9b,observed,success_python,1,0,0,0,,0
cgevans/qslib,2024-12,2025-02,-2.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,5,5,0,,0
cgevans/qslib,2025-01,2025-02,-1.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,17,17,0,,0
cgevans/qslib,2025-01,2025-02,-1.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2025-01,2025-01,f8c8f45ea09e9fe28d91c9841108a04ee267bd31,observed,success_python,1,0,0,0,,0
cgevans/qslib,2025-01,2025-02,-1.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,6,6,0,,0
cgevans/qslib,2025-03,2025-02,1.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,19,19,0,,0
cgevans/qslib,2025-03,2025-02,1.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2025-03,2025-01,f8c8f45ea09e9fe28d91c9841108a04ee267bd31,carried_forward,success_python,1,0,2,2,,0
cgevans/qslib,2025-03,2025-02,1.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,8,8,0,,0
cgevans/qslib,2025-04,2025-02,2.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,20,20,0,,0
cgevans/qslib,2025-04,2025-02,2.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2025-04,2025-01,f8c8f45ea09e9fe28d91c9841108a04ee267bd31,carried_forward,success_python,1,0,3,3,,0
cgevans/qslib,2025-04,2025-02,2.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,9,9,0,,0
cgevans/qslib,2025-05,2025-02,3.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,21,21,0,,0
cgevans/qslib,2025-05,2025-02,3.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,exact_month,2025-05,2025-05,3f1204f499a377135708d6d85a82de2caf1b297a,observed,success_python,1,0,0,0,,0
cgevans/qslib,2025-05,2025-02,3.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,10,10,0,,0
cgevans/qslib,2025-06,2025-02,4.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,22,22,0,,0
cgevans/qslib,2025-06,2025-02,4.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,3f1204f499a377135708d6d85a82de2caf1b297a,observed,success_python,1,1,1,0,,0
cgevans/qslib,2025-06,2025-02,4.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,11,11,0,,0
cgevans/qslib,2025-07,2025-02,5.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,23,23,0,,0
cgevans/qslib,2025-07,2025-02,5.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,3f1204f499a377135708d6d85a82de2caf1b297a,observed,success_python,1,2,2,0,,0
cgevans/qslib,2025-07,2025-02,5.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,12,12,0,,0
cgevans/qslib,2025-08,2025-02,6.0,1,1,success_python,1,ergrelet/unlicense,aligned,1,python_eligible,1,prior_asof,2023-08,2023-08,95c8dc6a4324ff70c04bceda8bd166be6c5f0c73,observed,success_python,1,24,24,0,,0
cgevans/qslib,2025-08,2025-02,6.0,1,1,success_python,2,djeada/Kurs-Podstaw-Pythona,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,3f1204f499a377135708d6d85a82de2caf1b297a,observed,success_python,1,3,3,0,,0
cgevans/qslib,2025-08,2025-02,6.0,1,1,success_python,3,ruiqini/NTFields,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,b9b6efbcf876d2641e0edcf962c68119558cddb1,observed,success_python,1,13,13,0,,0
codingforentrepreneurs/Cursor-Django,2024-10,2024-10,0.0,1,1,success_python,1,loml13yyy/AtlassianConfluence-RCE,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,8797c797dcc297faedda1f621fa6ccbec7353409,observed,success_python,1,0,0,0,,0
codingforentrepreneurs/Cursor-Django,2024-10,2024-10,0.0,1,1,success_python,2,loml13yyy/yyGRPU8,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,077ec2e2c3514c462932606ac3f94ebeb0efeabb,observed,success_python,1,0,0,0,,0
codingforentrepreneurs/Cursor-Django,2024-10,2024-10,0.0,1,1,success_python,3,HelpingAI/Webscout,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,84c373137c8baf7bdbc6682ca7ad4d542581a2da,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-03,2025-03,0.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,0166b77440414fa4722ba2a00bd4efb53b8b0284,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-03,2025-03,0.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-03,2025-03,0.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,9bd9d4bd1ed107e47ebcc67b6487c97904d044cf,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-04,2025-03,1.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,d13683ac30876df8004b7eaeb6ed9db10607a419,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-04,2025-03,1.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,exact_month,2025-04,2025-03,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,carried_forward,success_python,1,0,1,1,,0
cohnen/mcp-google-ads,2025-04,2025-03,1.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,dc77803efd5ddc4db596480c0e6da24107c9f8bb,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-05,2025-03,2.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-05,2025-05,9fdf998b06aa849cefeec00490a3429837f584f2,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-05,2025-03,2.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,exact_month,2025-05,2025-05,af0b596ed25048c90b6bdee88900c8fad8fcda6c,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-05,2025-03,2.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-05,2025-04,dc77803efd5ddc4db596480c0e6da24107c9f8bb,carried_forward,success_python,1,0,1,1,,0
cohnen/mcp-google-ads,2025-06,2025-03,3.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-06,2025-06,ec2a9086644b1fc68c0c39ed362360e2843800eb,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-06,2025-03,3.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,af0b596ed25048c90b6bdee88900c8fad8fcda6c,observed,success_python,1,1,1,0,,0
cohnen/mcp-google-ads,2025-06,2025-03,3.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-06,2025-04,dc77803efd5ddc4db596480c0e6da24107c9f8bb,carried_forward,success_python,1,0,2,2,,0
cohnen/mcp-google-ads,2025-07,2025-03,4.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-07,2025-07,0c34f761c63a37dc23f400ea6257163f2009b0d5,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-07,2025-03,4.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,af0b596ed25048c90b6bdee88900c8fad8fcda6c,observed,success_python,1,2,2,0,,0
cohnen/mcp-google-ads,2025-07,2025-03,4.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-07,2025-07,2b4b4321c826efc3c8dc44982fcb439466ff5ebe,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-08,2025-03,5.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-08,2025-08,03bf255e76814a50b7ed1cd4e9961d8d6b9dc01d,observed,success_python,1,0,0,0,,0
cohnen/mcp-google-ads,2025-08,2025-03,5.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,af0b596ed25048c90b6bdee88900c8fad8fcda6c,observed,success_python,1,3,3,0,,0
