repo_name,driver_rows,source_group,driver_metrics,cause_categories,driver_abs_diff_sum,driver_abs_diff_max,cause_row_counts,tree_rows,max_tracked_files,max_python_files,max_notebook_files,max_js_ts_files,max_test_like_files,max_doc_example_files,max_generated_vendor_like_files,months_observed,commits_observed,tree_cause_categories,python_file_share,js_ts_file_share,test_like_file_share,doc_example_file_share,generated_vendor_file_share,top_directories,source_scope_hint_directories,existing_config_files,sonar_specific_config_present,python_lint_config_present,generic_repo_config_present,main_root_cause,root_cause_evidence,recommended_reconfiguration_step
aj47/100x-orchestrator,3,control,technical_debt; static_analysis_warnings; code_smells,rule_config_analyzer_profile_signal,741.0,460.0,rule_config_analyzer_profile_signal:3,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
Event-AHU/OpenEvDET,2,control,technical_debt; static_analysis_warnings,rule_config_analyzer_profile_signal,738.0,555.0,rule_config_analyzer_profile_signal:2,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
lss233/kirara-ai,3,treatment,technical_debt; static_analysis_warnings,rule_config_analyzer_profile_signal; source_scope_difference_or_mixed,652.0,374.0,rule_config_analyzer_profile_signal:2; source_scope_difference_or_mixed:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,source_scope_inclusion_exclusion_difference,Large or mixed-language repository with source-scope directories/files; SonarQube inclusion/exclusion settings can change ncloc and warning counts.,First mimic the paper scanner configuration: sonar.sources=. without the pyv2 language-specific exclusions; then run a small sensitivity scan that excludes frontend/tests/docs/examples/generated/vendor directories to quantify scope effects.
yagami1997/TradeMind,3,treatment,technical_debt; static_analysis_warnings; code_smells,commit_selection_difference,642.0,310.0,commit_selection_difference:3,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,commit_selection_difference,Paper and pyv2 selected different commits for at least some repo-month rows.,Use paper latest_commit values for a targeted rescan before changing SonarQube rules.
xinsir6/ControlNetPlus,1,control,technical_debt,rule_config_analyzer_profile_signal,600.0,600.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
SlyyCooper/cursorrules-architect,1,treatment,technical_debt,rule_config_analyzer_profile_signal,561.0,561.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
AkariAsai/ScholarQABench,1,control,technical_debt,rule_config_analyzer_profile_signal,495.0,495.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
ilanbenb/wa_llm,1,treatment,technical_debt,rule_config_analyzer_profile_signal,440.0,440.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
dromara/domain-admin,2,control,technical_debt; vulnerabilities,rule_config_analyzer_profile_signal,433.0,309.0,rule_config_analyzer_profile_signal:2,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
zilliztech/mcp-server-milvus,1,treatment,technical_debt,rule_config_analyzer_profile_signal,415.0,415.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
jfcrenshaw/pzflow,1,control,technical_debt,rule_config_analyzer_profile_signal,392.0,392.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
Benzauber/convert-commander,1,control,technical_debt,source_scope_difference_or_mixed,351.0,351.0,source_scope_difference_or_mixed:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,source_scope_inclusion_exclusion_difference,Large or mixed-language repository with source-scope directories/files; SonarQube inclusion/exclusion settings can change ncloc and warning counts.,First mimic the paper scanner configuration: sonar.sources=. without the pyv2 language-specific exclusions; then run a small sensitivity scan that excludes frontend/tests/docs/examples/generated/vendor directories to quantify scope effects.
EURAC-EEBgroup/brick-llm,1,control,technical_debt,rule_config_analyzer_profile_signal,335.0,335.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
nextml-code/pytorch-datastream,1,treatment,technical_debt,rule_config_analyzer_profile_signal,333.0,333.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
MDGrey33/pyvisionai,1,treatment,technical_debt,rule_config_analyzer_profile_signal,328.0,328.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
askjohngeorge/pipecat-lead-qualifier,1,treatment,technical_debt,rule_config_analyzer_profile_signal,328.0,328.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
gerred/mcp-server-replicate,1,treatment,technical_debt,rule_config_analyzer_profile_signal,320.0,320.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
plurai-ai/intellagent,1,control,technical_debt,rule_config_analyzer_profile_signal,247.0,247.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
taylorwilsdon/open-webui-tools,1,control,ncloc,source_scope_difference_or_mixed,231.0,231.0,source_scope_difference_or_mixed:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,source_scope_inclusion_exclusion_difference,Large or mixed-language repository with source-scope directories/files; SonarQube inclusion/exclusion settings can change ncloc and warning counts.,First mimic the paper scanner configuration: sonar.sources=. without the pyv2 language-specific exclusions; then run a small sensitivity scan that excludes frontend/tests/docs/examples/generated/vendor directories to quantify scope effects.
bobokun/actualtap-py,1,control,technical_debt,rule_config_analyzer_profile_signal,230.0,230.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
c4fun/tell-stories-webui,1,treatment,technical_debt,rule_config_analyzer_profile_signal,230.0,230.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
aws/nova-act,1,control,technical_debt,rule_config_analyzer_profile_signal,212.0,212.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
caffeinedoom/reconthing,1,control,technical_debt,rule_config_analyzer_profile_signal,205.0,205.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
ezyang/codemcp,1,treatment,technical_debt,rule_config_analyzer_profile_signal,205.0,205.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
C4NU/Paddie,1,control,ncloc,commit_selection_difference,192.0,192.0,commit_selection_difference:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,commit_selection_difference,Paper and pyv2 selected different commits for at least some repo-month rows.,Use paper latest_commit values for a targeted rescan before changing SonarQube rules.
wdm0006/git-pandas,1,treatment,technical_debt,rule_config_analyzer_profile_signal,190.0,190.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
martinnormark/neural-mesh-simplification,1,treatment,technical_debt,rule_config_analyzer_profile_signal,185.0,185.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
NiceRingNode/LGGPT,1,control,technical_debt,rule_config_analyzer_profile_signal,184.0,184.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
PiotrMachowski/Home-Assistant-custom-components-TGE,1,control,technical_debt,rule_config_analyzer_profile_signal,180.0,180.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
djeada/Kurs-Podstaw-Pythona,1,control,technical_debt,rule_config_analyzer_profile_signal,180.0,180.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
jinli99/iShapEditing,1,control,technical_debt,rule_config_analyzer_profile_signal,172.0,172.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
RobinWu218/ToST,1,control,technical_debt,rule_config_analyzer_profile_signal,163.0,163.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
vortezwohl/Bhakti,1,control,technical_debt,rule_config_analyzer_profile_signal,163.0,163.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
W1ndys/Blog,1,treatment,technical_debt,source_scope_difference_or_mixed,153.0,153.0,source_scope_difference_or_mixed:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,source_scope_inclusion_exclusion_difference,Large or mixed-language repository with source-scope directories/files; SonarQube inclusion/exclusion settings can change ncloc and warning counts.,First mimic the paper scanner configuration: sonar.sources=. without the pyv2 language-specific exclusions; then run a small sensitivity scan that excludes frontend/tests/docs/examples/generated/vendor directories to quantify scope effects.
discus0434/nook,1,treatment,technical_debt,rule_config_analyzer_profile_signal,145.0,145.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
xzq-xu/jvm-mcp-server,1,treatment,technical_debt,rule_config_analyzer_profile_signal,145.0,145.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
yoongi43/music_audio_enhancement_conformer,1,control,technical_debt,rule_config_analyzer_profile_signal,140.0,140.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
FaceAdapter/Face-Adapter,1,control,technical_debt,rule_config_analyzer_profile_signal,129.0,129.0,rule_config_analyzer_profile_signal:1,0.0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,rule_config_analyzer_profile_difference,"Warning metrics differ under controlled rows or no repo-level SonarQube config is present; rule set, quality profile, analyzer/plugin version, or scanner options are likely involved.","Run paper-like scanner configuration first, then compare SonarQube server/analyzer version, quality profile, active rules, and Python analyzer options."
